direction,group,area,type,vendor_name,normalized_name,slug,official_site,logo,logo_source_url,status,confidence,source,notes
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ООО «Приволжский Завод Металлоизделий»,ООО «Приволжский Завод Металлоизделий»,ooo-privolzhskiy-zavod-metalloizdeliy,https://reon-armatura.ru,assets/img/logos/vendors/import-20260630/ooo-privolzhskiy-zavod-metalloizdeliy.svg,https://reon-armatura.ru/favicon.svg?v=20260331,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 103. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО «ТеплоСетьИзол»,ООО «ТеплоСетьИзол»,ooo-teplosetizol,https://teplosetizol.ru,assets/img/logos/vendors/import-20260630/ooo-teplosetizol.png,http://www.teplosetizol.ru/pic/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 7. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО «Теплосеть»,ООО «Теплосеть»,ooo-teploset,https://teploset43.ru,assets/img/logos/vendors/import-20260630/ooo-teploset.png,https://teploset43.ru/wp-content/uploads/2017/12/cropped-logo2.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 29. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ООО Вентилиционные системы,ООО Вентилиционные системы,ooo-ventilitsionnye-sistemy,https://waer-air.com,assets/img/logos/vendors/import-20260630/ooo-ventilitsionnye-sistemy.png,https://waer-air.com/theme/WAER/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 29. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ООО ДКО ПОЛИПЛАСТИК,ООО ДКО ПОЛИПЛАСТИК,ooo-dko-poliplastik,https://ironpolimer.ru,assets/img/logos/vendors/import-20260630/ooo-dko-poliplastik.png,https://ironpolimer.ru/design/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 49. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,"ООО НПО ""АВЕКТРА","ООО НПО ""АВЕКТРА",ooo-npo-avektra,https://nt-rt.ru,assets/img/logos/vendors/import-20260630/ooo-npo-avektra.png,https://avektra.ru/local/templates/avektra/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,Official AVEKTRA logo from avektra.ru selected instead of tiny nt-rt favicon.
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,КНС,ООО НПО «Зенит-Север»,ООО НПО «Зенит-Север»,ooo-npo-zenit-sever,https://zenit-sever.ru,assets/img/logos/vendors/import-20260630/ooo-npo-zenit-sever.svg,https://zenit-sever.ru/local/templates/main/html/img/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: КНС, row 12. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,"ООО ПК ""Поли-Групп""","ООО ПК ""Поли-Групп""",ooo-pk-poli-grupp,https://polycorr.ru,assets/img/logos/vendors/import-20260630/ooo-pk-poli-grupp.svg,https://polycorr.ru/themes/demo/assets/img/favicon/poly-logo-icon.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 144. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО СЗТОиМ»,ООО СЗТОиМ»,ooo-sztoim,https://zavodtm.ru,assets/img/logos/vendors/import-20260630/ooo-sztoim.png,https://zavodtm.ru/wp-content/themes/ZTOM/img/logo5.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 17. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ООО Трубный завод,ООО Трубный завод,ooo-trubnyy-zavod,https://iss-gk.ru,assets/img/logos/vendors/import-20260630/ooo-trubnyy-zavod.svg,https://iss-gk.ru/assets/images/logo/logo182_70.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 44. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ПК СЗ «СТРОЙИЗОЛЯЦИЯ»,ПК СЗ «СТРОЙИЗОЛЯЦИЯ»,pk-sz-stroyizolyatsiya,https://trubu.ru,assets/img/logos/vendors/import-20260630/pk-sz-stroyizolyatsiya.png,https://trubu.ru/assets/images/trubu_logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 15. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,РТР,РТР,rtr,https://rosturplast.ru,assets/img/logos/vendors/import-20260630/rtr.svg,https://rtp.ru/favicon/safari-pinned-tab.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 128. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,Северо-Западная Трубная Гидроизоляционная Компания,Северо-Западная Трубная Гидроизоляционная Компания,severo-zapadnaya-trubnaya-gidroizolyatsionnaya-kompaniya,https://sztgk.ru,assets/img/logos/vendors/import-20260630/severo-zapadnaya-trubnaya-gidroizolyatsionnaya-kompaniya.png,https://sztgk.ru/images/mini-logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 27. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ЭВАН,ЭВАН,evan,https://evan.ru,assets/img/logos/vendors/import-20260630/evan.svg,https://www.evan.ru/local/templates/evan_2.0/images/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 125. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ЯЛКА ООО,ЯЛКА ООО,yalka-ooo,https://yalca.ru,assets/img/logos/vendors/import-20260630/yalka-ooo.svg,https://yalca.ru/local/templates/yalca/img/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 4. Logo source: official site."
ОВиК и тепловые сети,Тепловые завесы,Тепловые завесы,Тепловые завесы,Ballu,Ballu,ballu,https://www.ballu.ru/catalog/promyshlennoe_oborudovanie/vozdushnye_i_teplovye_zavesy/,assets/img/logos/vendors/ballu.svg,https://www.ballu.ru/images/ballu_logo_2024.svg,logo_ready,high,codex_p2_hvac_ev_20260703,Official Ballu catalog contains air/thermal curtain categories; logo from official site header.
ОВиК и тепловые сети,Тепловые завесы,Тепловые завесы,Тепловые завесы,Тепломаш,Тепломаш,teplomash,https://teplomash.ru/,assets/img/logos/vendors/teplomash.png,https://teplomash.ru/images/logo.png,logo_ready,high,codex_p2_hvac_ev_20260703,Official site title identifies Teplomash as a plant producing air curtains; logo from official CSS background image.
Оконные профильные системы,Оконные профильные системы,Оконные профильные системы,Оконные профильные системы,VEKA,VEKA,veka,https://www.veka.ru/,assets/img/logos/partners/veka.svg,https://www.veka.ru/images/icons/logo.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Опалубка / строительные леса,Опалубка / строительные леса,Опалубка / строительные леса,Опалубка / строительные леса,PERI,PERI,peri,https://www.peri.com/en,assets/img/logos/partners/peri.webp,https://www.peri.com/.resources/fe2/webresources/img/peri-logo.webp,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Освещение,Освещение,Освещение,Освещение,FEREKS,FEREKS,fereks,https://fereks.ru/,assets/img/logos/partners/fereks.svg,https://fereks.ru/local/templates/main/images/logo.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
